Tempo,Erro Little
10.00, 0.00000000027246747220
20.00, 0.00000000292070034824
30.00, 0.00000000981801642763
40.00, 0.00000005980746262124
50.00, 0.00000011563126833813
60.00, 0.00000006103224794995
70.00, 0.00000029112760621675
80.00, 0.00000010505562303420
90.00, 0.00000066836395423708
100.00, 0.00000093601599743254
110.00, 0.00000037502144800694
120.00, 0.00000043001635491313
130.00, 0.00000053649377385057
140.00, 0.00000119803731446488
150.00, 0.00000262471631212735
160.00, 0.00000111897520771453
170.00, 0.00000070176690469825
180.00, 0.00000446748914406658
190.00, 0.00000184849604689674
200.00, 0.00000210322198868074
210.00, 0.00000571090735812518
220.00, 0.00000433245129649595
230.00, 0.00000503054892220245
240.00, 0.00000057636509409598
250.00, 0.00000282261272532836
260.00, 0.00000061542039231366
270.00, 0.00000105863623867108
280.00, 0.00000127244753900246
290.00, 0.00000029983394433941
300.00, 0.00000590013102486076
310.00, 0.00000195177200568164
320.00, 0.00000511931392110920
330.00, 0.00000484005869338944
340.00, 0.00000708537335025738
350.00, 0.00000234648826724637
360.00, 0.00000041651864868264
370.00, 0.00001464342716661626
380.00, 0.00001618549195181451
390.00, 0.00002620243627160512
400.00, 0.00002272615948606393
410.00, 0.00003031792370200570
420.00, 0.00002655083254943236
430.00, 0.00002041074700831480
440.00, 0.00000779763239133757
450.00, 0.00000405452502083570
460.00, 0.00000406137225739123
470.00, 0.00000640347747626890
480.00, 0.00000643953921053431
490.00, 0.00001058173099166559
500.00, 0.00002569249672346174
510.00, 0.00004116407620280427
520.00, 0.00005184890842691026
530.00, 0.00007146533880986183
540.00, 0.00005720410346587990
550.00, 0.00006338651440862542
560.00, 0.00004959417465144611
570.00, 0.00004326081088357192
580.00, 0.00005845108664193077
590.00, 0.00004295113897478942
600.00, 0.00003578306267604248
610.00, 0.00004608257477678457
620.00, 0.00003844218474724492
630.00, 0.00001857248300640713
640.00, 0.00001348255840372126
650.00, 0.00001363053157055205
660.00, 0.00000849253489576540
670.00, 0.00001447855480329885
680.00, 0.00001630804177654710
690.00, 0.00000406560286037028
700.00, 0.00001283856838929509
710.00, 0.00002405200514599137
720.00, 0.00002337583228118056
730.00, 0.00002558841642263943
740.00, 0.00002485998430912240
750.00, 0.00002540320976196497
760.00, 0.00003561120146700070
770.00, 0.00002660353053007825
780.00, 0.00004473151894068828
790.00, 0.00003566872984861469
800.00, 0.00004103306239255922
810.00, 0.00004333127024147565
820.00, 0.00004814652101781114
830.00, 0.00005397184674316158
840.00, 0.00005266666187830893
850.00, 0.00006902569768185707
860.00, 0.00007889391075699415
870.00, 0.00005508302281898025
880.00, 0.00009427864027822253
890.00, 0.00009080625608737236
900.00, 0.00012676403170641670
910.00, 0.00010466716035706369
920.00, 0.00009472697667733954
930.00, 0.00008827925612830967
940.00, 0.00010584624355081118
950.00, 0.00007169724958888679
960.00, 0.00007735359156213484
970.00, 0.00001906932216888535
980.00, 0.00000413511302022052
990.00, 0.00000995267182579695
1000.00, 0.00001412502015818440
1010.00, 0.00000053446529602041
1020.00, 0.00003160230087373428
1030.00, 0.00004733872545892304
1040.00, 0.00005637415936843304
1050.00, 0.00004946076695566681
1060.00, 0.00007645177950710291
1070.00, 0.00008838961732982042
1080.00, 0.00006880342111581506
1090.00, 0.00003960686091675214
1100.00, 0.00003790342285436843
1110.00, 0.00004476390659102769
1120.00, 0.00004830096068131340
1130.00, 0.00005664721495679537
1140.00, 0.00004097268565494971
1150.00, 0.00009736985083574901
1160.00, 0.00013281306984147534
1170.00, 0.00017806089552285798
1180.00, 0.00023195449908408605
1190.00, 0.00031898027612742297
1200.00, 0.00024923580845070958
1210.00, 0.00029358924998512670
1220.00, 0.00016339286466071634
1230.00, 0.00014439238099006602
1240.00, 0.00010085702500628457
1250.00, 0.00007664363133019769
1260.00, 0.00010500319597595009
1270.00, 0.00014831136696669134
1280.00, 0.00019297594198031121
1290.00, 0.00021861207170070784
1300.00, 0.00026784490653231074
1310.00, 0.00027640882229928998
1320.00, 0.00025719068123719602
1330.00, 0.00025253896252896979
1340.00, 0.00027715576816866871
1350.00, 0.00020077781347449530
1360.00, 0.00020592128300767065
1370.00, 0.00020988354446216384
1380.00, 0.00016492521494626544
1390.00, 0.00015495420518241154
1400.00, 0.00012266009504213748
1410.00, 0.00010456202828135197
1420.00, 0.00011560772161711697
1430.00, 0.00013791697277487636
1440.00, 0.00013701963764134462
1450.00, 0.00016034983246515644
1460.00, 0.00016361621400218240
1470.00, 0.00024254923915334459
1480.00, 0.00016520355038407430
1490.00, 0.00019020037410277801
1500.00, 0.00023540424963863771
1510.00, 0.00022432496120683432
1520.00, 0.00025658626786562166
1530.00, 0.00025632643778683573
1540.00, 0.00026114126820564465
1550.00, 0.00028091265417851119
1560.00, 0.00024951714011156589
1570.00, 0.00022978457600264512
1580.00, 0.00035540403535394560
1590.00, 0.00033324917545840549
1600.00, 0.00041003632193414852
1610.00, 0.00039448301510081052
1620.00, 0.00031536762240769178
1630.00, 0.00037433735280778535
1640.00, 0.00037015149111363499
1650.00, 0.00038182101351624809
1660.00, 0.00042086865147794583
1670.00, 0.00033474179021197870
1680.00, 0.00027539529299591692
1690.00, 0.00032250607096440120
1700.00, 0.00032471156095548181
1710.00, 0.00038237926997908289
1720.00, 0.00041253552684761274
1730.00, 0.00047289392999338986
1740.00, 0.00058951888752423187
1750.00, 0.00063026412045052993
